title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,duration_ms,label,links
Speed Of Sound,Coldplay,7clUVcSOtkNWa58Gw5RfD4,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,spotify:track:7clUVcSOtkNWa58Gw5RfD4,https://api.spotify.com/v1/tracks/7clUVcSOtkNWa58Gw5RfD4,287907,nothot,https://open.spotify.com/track/7clUVcSOtkNWa58Gw5RfD4
Fred Jones Part 2,Ben Folds,1yhtdvxQGCmbuL3jNJg2No,0.364,0.295,0,-9.448,1,0.0297,0.885,0.000278,0.975,0.177,131.496,spotify:track:1yhtdvxQGCmbuL3jNJg2No,https://api.spotify.com/v1/tracks/1yhtdvxQGCmbuL3jNJg2No,234133,nothot,https://open.spotify.com/track/1yhtdvxQGCmbuL3jNJg2No
You Dont Understand Me,The Raconteurs,2jmzqM90kCfCIZYMALIMDv,0.348,0.717,9,-6.587,1,0.041,0.116,0.00675,0.124,0.242,143.11,spotify:track:2jmzqM90kCfCIZYMALIMDv,https://api.spotify.com/v1/tracks/2jmzqM90kCfCIZYMALIMDv,293733,nothot,https://open.spotify.com/track/2jmzqM90kCfCIZYMALIMDv
Overrated,Three Days Grace,2nviKdUcbsHXulMXKqIhDI,0.467,0.562,5,-6.831,1,0.0314,0.00407,5.83e-05,0.349,0.27,139.97,spotify:track:2nviKdUcbsHXulMXKqIhDI,https://api.spotify.com/v1/tracks/2nviKdUcbsHXulMXKqIhDI,210667,nothot,https://open.spotify.com/track/2nviKdUcbsHXulMXKqIhDI
All Tomorrows Parties,"The Velvet Underground, Nico",1mL6q0gbifm2dBTvMBx4px,0.329,0.499,2,-13.7,1,0.0453,0.0455,0.000465,0.0963,0.132,93.508,spotify:track:1mL6q0gbifm2dBTvMBx4px,https://api.spotify.com/v1/tracks/1mL6q0gbifm2dBTvMBx4px,359680,nothot,https://open.spotify.com/track/1mL6q0gbifm2dBTvMBx4px
What Them Girls Like,"Ludacris, Chris Brown, Sean Garrett",1sw0gSlbBn9MnUX7ASGKUP,0.507,0.701,1,-5.621,1,0.356,0.174,0.0,0.121,0.818,169.931,spotify:track:1sw0gSlbBn9MnUX7ASGKUP,https://api.spotify.com/v1/tracks/1sw0gSlbBn9MnUX7ASGKUP,241973,nothot,https://open.spotify.com/track/1sw0gSlbBn9MnUX7ASGKUP
The Zookeepers Boy,Mew,7JStBs94N7qNBzWPPauYnk,0.541,0.78,5,-6.923,0,0.0308,0.000117,4.05e-06,0.157,0.553,120.85,spotify:track:7JStBs94N7qNBzWPPauYnk,https://api.spotify.com/v1/tracks/7JStBs94N7qNBzWPPauYnk,283120,nothot,https://open.spotify.com/track/7JStBs94N7qNBzWPPauYnk
Wholl Stop The Rain,Creedence Clearwater Revival,3Bh6uInhcVBVvLraGZdkKD,0.598,0.797,7,-6.793,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566,spotify:track:3Bh6uInhcVBVvLraGZdkKD,https://api.spotify.com/v1/tracks/3Bh6uInhcVBVvLraGZdkKD,147493,nothot,https://open.spotify.com/track/3Bh6uInhcVBVvLraGZdkKD
Your Man,Josh Turner,1WzAeadSKJhqykZFbJNmQv,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,spotify:track:1WzAeadSKJhqykZFbJNmQv,https://api.spotify.com/v1/tracks/1WzAeadSKJhqykZFbJNmQv,211893,nothot,https://open.spotify.com/track/1WzAeadSKJhqykZFbJNmQv
What Else Is There?,Röyksopp,2cTOee6bTauDFK1QuDS1BD,0.704,0.927,9,-7.157,1,0.0437,0.185,0.108,0.325,0.342,114.995,spotify:track:2cTOee6bTauDFK1QuDS1BD,https://api.spotify.com/v1/tracks/2cTOee6bTauDFK1QuDS1BD,317173,nothot,https://open.spotify.com/track/2cTOee6bTauDFK1QuDS1BD
I Buried a Bone,Blind Pilot,37I7UKIDzuSFqbLkORGxb9,0.706,0.375,5,-12.037,1,0.0337,0.905,0.00129,0.0915,0.501,124.613,spotify:track:37I7UKIDzuSFqbLkORGxb9,https://api.spotify.com/v1/tracks/37I7UKIDzuSFqbLkORGxb9,159560,nothot,https://open.spotify.com/track/37I7UKIDzuSFqbLkORGxb9
Epic,Faith No More,4ReyTz0y3TGkX48wO3Llot,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,spotify:track:4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/tracks/4ReyTz0y3TGkX48wO3Llot,293653,nothot,https://open.spotify.com/track/4ReyTz0y3TGkX48wO3Llot
Underneath It All,"No Doubt, Lady Saw",6fR6Z0Vc1K6yQWNUIKjAIR,0.729,0.731,4,-4.823,1,0.0682,0.235,1.35e-06,0.391,0.838,138.204,spotify:track:6fR6Z0Vc1K6yQWNUIKjAIR,https://api.spotify.com/v1/tracks/6fR6Z0Vc1K6yQWNUIKjAIR,302720,nothot,https://open.spotify.com/track/6fR6Z0Vc1K6yQWNUIKjAIR
It Wasnt Me,"Shaggy, Ricardo Ducent",680SqJzOl80w1U9j9DPIoP,0.851,0.621,0,-4.184,1,0.0675,0.0545,0.0,0.336,0.691,94.739,spotify:track:680SqJzOl80w1U9j9DPIoP,https://api.spotify.com/v1/tracks/680SqJzOl80w1U9j9DPIoP,229195,nothot,https://open.spotify.com/track/680SqJzOl80w1U9j9DPIoP
Me Falta El Aliento,Estopa,7Lgarpf1OqaXsUTjKZ34mK,0.53,0.748,0,-9.731,1,0.112,0.204,0.000222,0.338,0.632,124.875,spotify:track:7Lgarpf1OqaXsUTjKZ34mK,https://api.spotify.com/v1/tracks/7Lgarpf1OqaXsUTjKZ34mK,218173,nothot,https://open.spotify.com/track/7Lgarpf1OqaXsUTjKZ34mK
"You Dont Love Me (No, No, No)","Rihanna, Vybz Kartel",7wWU3G8lAYNkro19o1wsBc,0.691,0.667,2,-6.496,1,0.0769,0.00632,4.46e-06,0.0816,0.611,84.008,spotify:track:7wWU3G8lAYNkro19o1wsBc,https://api.spotify.com/v1/tracks/7wWU3G8lAYNkro19o1wsBc,260067,nothot,https://open.spotify.com/track/7wWU3G8lAYNkro19o1wsBc
The Look Of Love,Dusty Springfield,3xdKv659byyZjtr1NZjC5s,0.688,0.225,1,-16.074,0,0.0306,0.637,1.49e-05,0.0935,0.286,96.936,spotify:track:3xdKv659byyZjtr1NZjC5s,https://api.spotify.com/v1/tracks/3xdKv659byyZjtr1NZjC5s,210533,nothot,https://open.spotify.com/track/3xdKv659byyZjtr1NZjC5s
Backstabber,Kesha,4GRFzKI7jTZ3kbMfouc7bn,0.6,0.939,7,-1.794,1,0.19,0.0666,6.18e-06,0.34,0.833,159.941,spotify:track:4GRFzKI7jTZ3kbMfouc7bn,https://api.spotify.com/v1/tracks/4GRFzKI7jTZ3kbMfouc7bn,186840,nothot,https://open.spotify.com/track/4GRFzKI7jTZ3kbMfouc7bn
Lost Cause,Beck,29i8axWOLDmgbiutJb9prB,0.611,0.577,0,-8.728,1,0.0297,0.26,0.000807,0.467,0.214,119.877,spotify:track:29i8axWOLDmgbiutJb9prB,https://api.spotify.com/v1/tracks/29i8axWOLDmgbiutJb9prB,227360,nothot,https://open.spotify.com/track/29i8axWOLDmgbiutJb9prB
Ocean Avenue,Yellowcard,7Cpv1mRLdADtvkhl61O8Hc,0.484,0.91,6,-3.712,0,0.0621,4.13e-05,3.91e-05,0.0975,0.764,173.781,spotify:track:7Cpv1mRLdADtvkhl61O8Hc,https://api.spotify.com/v1/tracks/7Cpv1mRLdADtvkhl61O8Hc,199107,nothot,https://open.spotify.com/track/7Cpv1mRLdADtvkhl61O8Hc
Grace Kelly,MIKA,2SDx0PooHZI1SQKR0y44bs,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,spotify:track:2SDx0PooHZI1SQKR0y44bs,https://api.spotify.com/v1/tracks/2SDx0PooHZI1SQKR0y44bs,187733,nothot,https://open.spotify.com/track/2SDx0PooHZI1SQKR0y44bs
Top Yourself,The Raconteurs,7w85ReRElKKmLNCbPaKPGN,0.505,0.727,7,-5.39,1,0.058,0.197,0.000819,0.082,0.257,85.902,spotify:track:7w85ReRElKKmLNCbPaKPGN,https://api.spotify.com/v1/tracks/7w85ReRElKKmLNCbPaKPGN,265507,nothot,https://open.spotify.com/track/7w85ReRElKKmLNCbPaKPGN
Miss You,Olivier Darock,7BN9TCl6Rg2oPnxUKYOrCW,0.778,0.728,7,-9.358,1,0.0683,0.0446,0.0138,0.0781,0.957,128.004,spotify:track:7BN9TCl6Rg2oPnxUKYOrCW,https://api.spotify.com/v1/tracks/7BN9TCl6Rg2oPnxUKYOrCW,213812,nothot,https://open.spotify.com/track/7BN9TCl6Rg2oPnxUKYOrCW
The Story I Heard,Blind Pilot,2aniiMAbFXjyUPPg3wpDpo,0.739,0.443,1,-13.002,1,0.0266,0.57,0.000895,0.0798,0.502,95.538,spotify:track:2aniiMAbFXjyUPPg3wpDpo,https://api.spotify.com/v1/tracks/2aniiMAbFXjyUPPg3wpDpo,273413,nothot,https://open.spotify.com/track/2aniiMAbFXjyUPPg3wpDpo
Michael,Franz Ferdinand,5NQQyIX2DVsiBKwRBBUfNW,0.428,0.867,6,-7.445,0,0.043,0.00415,0.000412,0.267,0.782,158.556,spotify:track:5NQQyIX2DVsiBKwRBBUfNW,https://api.spotify.com/v1/tracks/5NQQyIX2DVsiBKwRBBUfNW,204080,nothot,https://open.spotify.com/track/5NQQyIX2DVsiBKwRBBUfNW
Ruby,Kaiser Chiefs,2fAIfPLrPUTW1AmJRR428Q,0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,spotify:track:2fAIfPLrPUTW1AmJRR428Q,https://api.spotify.com/v1/tracks/2fAIfPLrPUTW1AmJRR428Q,204200,nothot,https://open.spotify.com/track/2fAIfPLrPUTW1AmJRR428Q
Bottle And A Gun,Hollywood Undead,0ukugw6vx8bQKsMYYLcX8t,0.714,0.801,1,-6.761,0,0.0466,0.154,0.0,0.853,0.658,110.037,spotify:track:0ukugw6vx8bQKsMYYLcX8t,https://api.spotify.com/v1/tracks/0ukugw6vx8bQKsMYYLcX8t,202440,nothot,https://open.spotify.com/track/0ukugw6vx8bQKsMYYLcX8t
Pictures Of You,The Last Goodnight,4bfyeYgNLENrwLRRSKXfM3,0.555,0.773,2,-3.982,1,0.0341,0.214,0.0,0.0763,0.6,104.065,spotify:track:4bfyeYgNLENrwLRRSKXfM3,https://api.spotify.com/v1/tracks/4bfyeYgNLENrwLRRSKXfM3,189933,nothot,https://open.spotify.com/track/4bfyeYgNLENrwLRRSKXfM3
Settlin,Sugarland,2TFy9ApipAVliib16vwWTc,0.624,0.934,3,-1.825,1,0.0479,0.112,0.000221,0.127,0.573,122.056,spotify:track:2TFy9ApipAVliib16vwWTc,https://api.spotify.com/v1/tracks/2TFy9ApipAVliib16vwWTc,207067,nothot,https://open.spotify.com/track/2TFy9ApipAVliib16vwWTc
Blasphemous rumours,ANGELZOOM,71YQJoLdhROJrreVSboyYJ,0.492,0.352,8,-8.969,0,0.0322,0.882,0.000139,0.102,0.0856,118.069,spotify:track:71YQJoLdhROJrreVSboyYJ,https://api.spotify.com/v1/tracks/71YQJoLdhROJrreVSboyYJ,201813,nothot,https://open.spotify.com/track/71YQJoLdhROJrreVSboyYJ
Radar Love,Golden Earring,5tU9JM1v72X7oM808Am6Fq,0.504,0.719,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.144,spotify:track:5tU9JM1v72X7oM808Am6Fq,https://api.spotify.com/v1/tracks/5tU9JM1v72X7oM808Am6Fq,386707,nothot,https://open.spotify.com/track/5tU9JM1v72X7oM808Am6Fq
Love Your Love The Most,Eric Church,1ejsHmXBdf1RMLAmDQdFdh,0.333,0.524,10,-6.788,1,0.0301,0.194,0.0,0.124,0.438,73.393,spotify:track:1ejsHmXBdf1RMLAmDQdFdh,https://api.spotify.com/v1/tracks/1ejsHmXBdf1RMLAmDQdFdh,170387,nothot,https://open.spotify.com/track/1ejsHmXBdf1RMLAmDQdFdh
Psycho Killer,Cage The Elephant,2moBE9RxEHAspWrylJHy1o,0.218,0.977,9,-2.809,0,0.119,0.00932,0.321,0.964,0.0765,139.215,spotify:track:2moBE9RxEHAspWrylJHy1o,https://api.spotify.com/v1/tracks/2moBE9RxEHAspWrylJHy1o,307347,nothot,https://open.spotify.com/track/2moBE9RxEHAspWrylJHy1o
I Can Dance,"Brian Poole, The Tremeloes",4NYXPCNPV94vUUUkGMBsKe,0.368,0.879,9,-6.92,1,0.0597,0.128,0.000406,0.148,0.793,162.055,spotify:track:4NYXPCNPV94vUUUkGMBsKe,https://api.spotify.com/v1/tracks/4NYXPCNPV94vUUUkGMBsKe,115627,nothot,https://open.spotify.com/track/4NYXPCNPV94vUUUkGMBsKe
Hey,Pixies,0p5eZCY0R7uNCZS1YDtIYI,0.59,0.372,7,-12.37,1,0.0318,0.00105,0.00929,0.316,0.306,99.887,spotify:track:0p5eZCY0R7uNCZS1YDtIYI,https://api.spotify.com/v1/tracks/0p5eZCY0R7uNCZS1YDtIYI,210907,nothot,https://open.spotify.com/track/0p5eZCY0R7uNCZS1YDtIYI
Bulgarian  Chicks,Balkan Beat Box,6Z0xtMYSC5RSSPFcFTzNZY,0.812,0.668,0,-6.857,1,0.055,0.0199,0.634,0.132,0.754,127.996,spotify:track:6Z0xtMYSC5RSSPFcFTzNZY,https://api.spotify.com/v1/tracks/6Z0xtMYSC5RSSPFcFTzNZY,352560,nothot,https://open.spotify.com/track/6Z0xtMYSC5RSSPFcFTzNZY
Amor De Madre,Aventura,7Ka96TnEA9S6aWG4pIS9RW,0.852,0.505,10,-8.888,0,0.0434,0.579,0.0,0.0678,0.93,131.036,spotify:track:7Ka96TnEA9S6aWG4pIS9RW,https://api.spotify.com/v1/tracks/7Ka96TnEA9S6aWG4pIS9RW,350760,nothot,https://open.spotify.com/track/7Ka96TnEA9S6aWG4pIS9RW
Freak Me,Silk,55cvlFvg9sCNvRHKUcCqxD,0.696,0.608,4,-10.978,0,0.0462,0.0307,0.0,0.276,0.715,133.879,spotify:track:55cvlFvg9sCNvRHKUcCqxD,https://api.spotify.com/v1/tracks/55cvlFvg9sCNvRHKUcCqxD,274533,nothot,https://open.spotify.com/track/55cvlFvg9sCNvRHKUcCqxD
Feel.Love.Thinking.Of.,Faunts,3vPTtDFHQuydW5H5Jphfm4,0.287,0.949,7,-8.521,1,0.0503,0.000347,0.668,0.145,0.56,132.108,spotify:track:3vPTtDFHQuydW5H5Jphfm4,https://api.spotify.com/v1/tracks/3vPTtDFHQuydW5H5Jphfm4,189827,nothot,https://open.spotify.com/track/3vPTtDFHQuydW5H5Jphfm4
Two Worlds Collide,Demi Lovato,7fOG2S0r6EHzI2usm6hLuJ,0.206,0.711,4,-4.606,1,0.0415,0.00735,0.0,0.147,0.486,179.499,spotify:track:7fOG2S0r6EHzI2usm6hLuJ,https://api.spotify.com/v1/tracks/7fOG2S0r6EHzI2usm6hLuJ,198160,nothot,https://open.spotify.com/track/7fOG2S0r6EHzI2usm6hLuJ
My Favorite Mistake,Sheryl Crow,3BOywlNj1muD3sU9aMYRiA,0.614,0.777,4,-8.24,0,0.0304,0.00494,0.000851,0.349,0.552,104.646,spotify:track:3BOywlNj1muD3sU9aMYRiA,https://api.spotify.com/v1/tracks/3BOywlNj1muD3sU9aMYRiA,248240,nothot,https://open.spotify.com/track/3BOywlNj1muD3sU9aMYRiA
Mala Vida,Mano Negra,0UY0JLj9kxOlgF6FHogCmX,0.591,0.813,9,-9.205,0,0.0402,0.187,1.82e-05,0.372,0.818,128.7,spotify:track:0UY0JLj9kxOlgF6FHogCmX,https://api.spotify.com/v1/tracks/0UY0JLj9kxOlgF6FHogCmX,174973,nothot,https://open.spotify.com/track/0UY0JLj9kxOlgF6FHogCmX
Nada Es Para Siempre,Luis Fonsi,4Pha8hjmZNYCLRjE1MYIlY,0.493,0.586,4,-5.846,0,0.0402,0.21,0.0,0.119,0.492,155.999,spotify:track:4Pha8hjmZNYCLRjE1MYIlY,https://api.spotify.com/v1/tracks/4Pha8hjmZNYCLRjE1MYIlY,240413,nothot,https://open.spotify.com/track/4Pha8hjmZNYCLRjE1MYIlY
Am I A Fool,Sense Field,16MBtzl19VOGQWvWGn9ApP,0.282,0.642,7,-5.595,1,0.0312,0.00209,0.0143,0.307,0.257,183.282,spotify:track:16MBtzl19VOGQWvWGn9ApP,https://api.spotify.com/v1/tracks/16MBtzl19VOGQWvWGn9ApP,182533,nothot,https://open.spotify.com/track/16MBtzl19VOGQWvWGn9ApP
Let Me Inside,Iration,5UC0mQRlu5dZodIqr3ArSB,0.639,0.747,4,-6.603,0,0.0409,0.00574,2.3e-06,0.664,0.842,74.489,spotify:track:5UC0mQRlu5dZodIqr3ArSB,https://api.spotify.com/v1/tracks/5UC0mQRlu5dZodIqr3ArSB,299680,nothot,https://open.spotify.com/track/5UC0mQRlu5dZodIqr3ArSB
Kicking And Screaming,Miley Cyrus,0A1v3EIFD2w0nzFJmtsDbL,0.651,0.87,4,-3.565,0,0.078,0.00643,0.00485,0.186,0.507,136.067,spotify:track:0A1v3EIFD2w0nzFJmtsDbL,https://api.spotify.com/v1/tracks/0A1v3EIFD2w0nzFJmtsDbL,178333,nothot,https://open.spotify.com/track/0A1v3EIFD2w0nzFJmtsDbL
Reckless Life,Guns N' Roses,5k1j3UnyXvmgIyNWIfycFb,0.434,0.888,10,-8.874,0,0.07,5.62e-05,0.848,0.97,0.476,108.089,spotify:track:5k1j3UnyXvmgIyNWIfycFb,https://api.spotify.com/v1/tracks/5k1j3UnyXvmgIyNWIfycFb,202693,nothot,https://open.spotify.com/track/5k1j3UnyXvmgIyNWIfycFb
Hell Yes,Beck,3znBrVCm8KMKHKoKYgZUWc,0.804,0.718,8,-7.364,1,0.356,0.0792,0.0293,0.0897,0.767,193.78,spotify:track:3znBrVCm8KMKHKoKYgZUWc,https://api.spotify.com/v1/tracks/3znBrVCm8KMKHKoKYgZUWc,197907,nothot,https://open.spotify.com/track/3znBrVCm8KMKHKoKYgZUWc
Advertising Space,Robbie Williams,3EY1sjf2Xq86pQN0L4hEnU,0.546,0.607,0,-7.001,1,0.0262,0.0979,0.0,0.0967,0.115,112.085,spotify:track:3EY1sjf2Xq86pQN0L4hEnU,https://api.spotify.com/v1/tracks/3EY1sjf2Xq86pQN0L4hEnU,277506,nothot,https://open.spotify.com/track/3EY1sjf2Xq86pQN0L4hEnU
Long Arm Of The Law,Looptroop,19Zsgec1gI0vrSSRXHmeoy,0.716,0.623,1,-9.143,1,0.401,0.234,7.86e-06,0.157,0.789,92.013,spotify:track:19Zsgec1gI0vrSSRXHmeoy,https://api.spotify.com/v1/tracks/19Zsgec1gI0vrSSRXHmeoy,319280,nothot,https://open.spotify.com/track/19Zsgec1gI0vrSSRXHmeoy
143,Musiq,6RJNxQBXHiXuNnZL7KR0Dq,0.585,0.53,8,-8.865,1,0.051,0.0879,0.0,0.0591,0.181,87.831,spotify:track:6RJNxQBXHiXuNnZL7KR0Dq,https://api.spotify.com/v1/tracks/6RJNxQBXHiXuNnZL7KR0Dq,297800,nothot,https://open.spotify.com/track/6RJNxQBXHiXuNnZL7KR0Dq
Dejame Entrar,Carlos Vives,2jNqxXMkVVpEvjvvwvUDDD,0.668,0.727,7,-8.483,1,0.0373,0.123,0.0,0.09,0.675,94.913,spotify:track:2jNqxXMkVVpEvjvvwvUDDD,https://api.spotify.com/v1/tracks/2jNqxXMkVVpEvjvvwvUDDD,240760,nothot,https://open.spotify.com/track/2jNqxXMkVVpEvjvvwvUDDD
Debaser,Pixies,5cy5IStIn7OSHDEIgXeDyq,0.489,0.913,5,-9.152,0,0.0479,0.00015,0.709,0.0703,0.539,135.756,spotify:track:5cy5IStIn7OSHDEIgXeDyq,https://api.spotify.com/v1/tracks/5cy5IStIn7OSHDEIgXeDyq,171747,nothot,https://open.spotify.com/track/5cy5IStIn7OSHDEIgXeDyq
Dirty Little Secret,The All-American Rejects,32RcmWywkZqZjxOpvUsOPT,0.459,0.955,10,-4.26,1,0.0448,0.000311,4.29e-06,0.421,0.485,143.865,spotify:track:32RcmWywkZqZjxOpvUsOPT,https://api.spotify.com/v1/tracks/32RcmWywkZqZjxOpvUsOPT,194080,nothot,https://open.spotify.com/track/32RcmWywkZqZjxOpvUsOPT
Grillz,"Nelly, Paul Wall, Ali, Gipp",6MyRJF1ttIyBTFLoqzCRwV,0.863,0.514,4,-7.243,0,0.249,0.0419,0.0,0.301,0.843,82.985,spotify:track:6MyRJF1ttIyBTFLoqzCRwV,https://api.spotify.com/v1/tracks/6MyRJF1ttIyBTFLoqzCRwV,271160,nothot,https://open.spotify.com/track/6MyRJF1ttIyBTFLoqzCRwV
"Head Full Of Doubt,Road Full Of Promise",The Avett Brothers,7Kho44itYaCQZvZQVV2SLW,0.309,0.459,7,-7.29,1,0.0347,0.399,1.34e-05,0.12,0.167,175.809,spotify:track:7Kho44itYaCQZvZQVV2SLW,https://api.spotify.com/v1/tracks/7Kho44itYaCQZvZQVV2SLW,287987,nothot,https://open.spotify.com/track/7Kho44itYaCQZvZQVV2SLW
Gold Guns Girls,Metric,6JhUq57XpJeNMxboI4Ne3S,0.494,0.963,9,-5.394,0,0.057,0.000949,0.0494,0.0932,0.833,179.963,spotify:track:6JhUq57XpJeNMxboI4Ne3S,https://api.spotify.com/v1/tracks/6JhUq57XpJeNMxboI4Ne3S,245280,nothot,https://open.spotify.com/track/6JhUq57XpJeNMxboI4Ne3S
Billy Liar,The Decemberists,1aF6Mvl74QUqtmDAdza9vU,0.636,0.583,2,-6.67,1,0.0275,0.127,0.0,0.071,0.634,129.991,spotify:track:1aF6Mvl74QUqtmDAdza9vU,https://api.spotify.com/v1/tracks/1aF6Mvl74QUqtmDAdza9vU,248387,nothot,https://open.spotify.com/track/1aF6Mvl74QUqtmDAdza9vU
Getaway,Train,4QhDrvUYjUrcEupabidpSz,0.324,0.776,7,-5.96,0,0.0315,0.0153,0.000987,0.123,0.266,169.734,spotify:track:4QhDrvUYjUrcEupabidpSz,https://api.spotify.com/v1/tracks/4QhDrvUYjUrcEupabidpSz,265133,nothot,https://open.spotify.com/track/4QhDrvUYjUrcEupabidpSz
Complicated,Avril Lavigne,5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F,244507,nothot,https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F
Time Flies,Lykke Li,27ALgdIpnPlYNCPdwzRDoc,0.461,0.359,0,-9.412,1,0.0335,0.33,0.000632,0.311,0.0448,131.806,spotify:track:27ALgdIpnPlYNCPdwzRDoc,https://api.spotify.com/v1/tracks/27ALgdIpnPlYNCPdwzRDoc,201360,nothot,https://open.spotify.com/track/27ALgdIpnPlYNCPdwzRDoc
Thinking Of You,Katy Perry,7Arh1MsyAxAVcYOSOnGYqy,0.432,0.803,4,-4.459,1,0.0363,0.00167,0.0,0.331,0.309,147.053,spotify:track:7Arh1MsyAxAVcYOSOnGYqy,https://api.spotify.com/v1/tracks/7Arh1MsyAxAVcYOSOnGYqy,246410,nothot,https://open.spotify.com/track/7Arh1MsyAxAVcYOSOnGYqy
Coleccionista De Canciones,Camila,28Ct4qwkQXY2W5yyNCLuVI,0.568,0.52,1,-5.612,1,0.0309,0.336,0.0,0.113,0.325,142.308,spotify:track:28Ct4qwkQXY2W5yyNCLuVI,https://api.spotify.com/v1/tracks/28Ct4qwkQXY2W5yyNCLuVI,306987,nothot,https://open.spotify.com/track/28Ct4qwkQXY2W5yyNCLuVI
Coda,Chris Bathgate,54yznc1TmA6chAH8sKLliP,0.462,0.185,4,-14.758,1,0.0324,0.822,0.0237,0.104,0.211,98.641,spotify:track:54yznc1TmA6chAH8sKLliP,https://api.spotify.com/v1/tracks/54yznc1TmA6chAH8sKLliP,325200,nothot,https://open.spotify.com/track/54yznc1TmA6chAH8sKLliP
I Dont Need A Man,The Pussycat Dolls,21avvmlLWna5CQMxSNDLL8,0.77,0.954,10,-3.898,1,0.0436,0.048,5.3e-05,0.0691,0.743,105.838,spotify:track:21avvmlLWna5CQMxSNDLL8,https://api.spotify.com/v1/tracks/21avvmlLWna5CQMxSNDLL8,219093,nothot,https://open.spotify.com/track/21avvmlLWna5CQMxSNDLL8
Already Gone,Kelly Clarkson,4fq2YUONcgrCJ2SPndSeKC,0.209,0.872,9,-2.996,1,0.0757,0.217,0.0,0.0768,0.294,78.139,spotify:track:4fq2YUONcgrCJ2SPndSeKC,https://api.spotify.com/v1/tracks/4fq2YUONcgrCJ2SPndSeKC,281560,nothot,https://open.spotify.com/track/4fq2YUONcgrCJ2SPndSeKC
Driven To Tears,The Police,3ixzqclumr9K5ZY8xcdo0O,0.615,0.523,2,-9.232,1,0.0818,0.009,0.103,0.26,0.603,158.511,spotify:track:3ixzqclumr9K5ZY8xcdo0O,https://api.spotify.com/v1/tracks/3ixzqclumr9K5ZY8xcdo0O,200533,nothot,https://open.spotify.com/track/3ixzqclumr9K5ZY8xcdo0O
Gravitys Rainbow,Klaxons,3TRM61i04EmRRqx945pnB0,0.439,0.881,4,-3.208,0,0.0427,0.000582,0.0113,0.142,0.509,143.088,spotify:track:3TRM61i04EmRRqx945pnB0,https://api.spotify.com/v1/tracks/3TRM61i04EmRRqx945pnB0,156987,nothot,https://open.spotify.com/track/3TRM61i04EmRRqx945pnB0
Flacana 16,Melodium,1R80GCQhviM3fqI4C0W3fk,0.464,0.181,9,-15.101,0,0.0295,0.987,0.903,0.134,0.185,91.88,spotify:track:1R80GCQhviM3fqI4C0W3fk,https://api.spotify.com/v1/tracks/1R80GCQhviM3fqI4C0W3fk,179733,nothot,https://open.spotify.com/track/1R80GCQhviM3fqI4C0W3fk
The Daydream,Tycho,6F1rIBywNpAP85O6KKWN6z,0.539,0.861,8,-7.34,1,0.0404,0.000216,0.908,0.0579,0.242,139.98,spotify:track:6F1rIBywNpAP85O6KKWN6z,https://api.spotify.com/v1/tracks/6F1rIBywNpAP85O6KKWN6z,251280,nothot,https://open.spotify.com/track/6F1rIBywNpAP85O6KKWN6z
Homeward Bound,"Simon, Garfunkel",4Xl2PrS3DJqqSKXCo6Uhv9,0.485,0.378,3,-11.773,1,0.0337,0.831,0.0,0.103,0.528,92.928,spotify:track:4Xl2PrS3DJqqSKXCo6Uhv9,https://api.spotify.com/v1/tracks/4Xl2PrS3DJqqSKXCo6Uhv9,149613,nothot,https://open.spotify.com/track/4Xl2PrS3DJqqSKXCo6Uhv9
Spaceman,The Killers,1A8SxnqRK3qabmuN2qxIpa,0.525,0.904,4,-5.488,1,0.0532,0.00257,0.000648,0.12,0.803,151.988,spotify:track:1A8SxnqRK3qabmuN2qxIpa,https://api.spotify.com/v1/tracks/1A8SxnqRK3qabmuN2qxIpa,284547,nothot,https://open.spotify.com/track/1A8SxnqRK3qabmuN2qxIpa
Between The Bars,Elliott Smith,52Bg6oaos7twR7IUtEpqcE,0.522,0.074,7,-23.625,0,0.0598,0.929,0.765,0.108,0.342,135.298,spotify:track:52Bg6oaos7twR7IUtEpqcE,https://api.spotify.com/v1/tracks/52Bg6oaos7twR7IUtEpqcE,141280,nothot,https://open.spotify.com/track/52Bg6oaos7twR7IUtEpqcE
