title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,duration_ms,label,links
Dont Give Up,The Whitest Boy Alive,76DUt09nsBhNoLc6x2RgPV,0.461,0.638,7,-9.586,1,0.035,0.174,0.488,0.0812,0.467,113.946,spotify:track:76DUt09nsBhNoLc6x2RgPV,https://api.spotify.com/v1/tracks/76DUt09nsBhNoLc6x2RgPV,347809,nothot,https://open.spotify.com/track/76DUt09nsBhNoLc6x2RgPV
Clarity,John Mayer,6atVS7UZBxoyJkkteM62u5,0.665,0.713,2,-3.552,1,0.0384,0.173,0.0315,0.177,0.491,94.699,spotify:track:6atVS7UZBxoyJkkteM62u5,https://api.spotify.com/v1/tracks/6atVS7UZBxoyJkkteM62u5,271427,nothot,https://open.spotify.com/track/6atVS7UZBxoyJkkteM62u5
The Way I Are,"Timbaland, Keri Hilson, DOE",1IT2RUsIRv4Mk2MQAvJI3R,0.73,0.807,3,-6.475,0,0.114,0.179,0.722,0.28,0.727,114.715,spotify:track:1IT2RUsIRv4Mk2MQAvJI3R,https://api.spotify.com/v1/tracks/1IT2RUsIRv4Mk2MQAvJI3R,179280,nothot,https://open.spotify.com/track/1IT2RUsIRv4Mk2MQAvJI3R
El puñal y el corazón,Café Tacvba,0L5qiMNHGSEX78fj1ROX54,0.678,0.754,4,-5.351,1,0.0419,0.256,3.91e-05,0.0372,0.961,162.95,spotify:track:0L5qiMNHGSEX78fj1ROX54,https://api.spotify.com/v1/tracks/0L5qiMNHGSEX78fj1ROX54,260733,nothot,https://open.spotify.com/track/0L5qiMNHGSEX78fj1ROX54
Pirate Jet,Gorillaz,0xSF7iHZQxaZYMAiBfobms,0.664,0.576,10,-7.009,0,0.0368,0.0056,0.019,0.438,0.216,91.977,spotify:track:0xSF7iHZQxaZYMAiBfobms,https://api.spotify.com/v1/tracks/0xSF7iHZQxaZYMAiBfobms,152453,nothot,https://open.spotify.com/track/0xSF7iHZQxaZYMAiBfobms
Closer To Love,Mat Kearney,09b5vch8cDyMN8vYA2lEwk,0.641,0.601,0,-8.51,1,0.0337,0.508,9.33e-06,0.121,0.553,104.984,spotify:track:09b5vch8cDyMN8vYA2lEwk,https://api.spotify.com/v1/tracks/09b5vch8cDyMN8vYA2lEwk,217560,nothot,https://open.spotify.com/track/09b5vch8cDyMN8vYA2lEwk
Sons Gonna Rise,"Citizen Cope, Carlos Santana",6VdGDiy7V3j9LqfC5E1Uvi,0.642,0.769,7,-3.791,1,0.0406,0.193,0.0,0.0819,0.541,79.47,spotify:track:6VdGDiy7V3j9LqfC5E1Uvi,https://api.spotify.com/v1/tracks/6VdGDiy7V3j9LqfC5E1Uvi,244120,nothot,https://open.spotify.com/track/6VdGDiy7V3j9LqfC5E1Uvi
Turn My Swag On,Soulja Boy Tell'em,6ATrsVaZT7XjkCynxM8cTS,0.546,0.712,3,-3.104,0,0.0269,0.000969,0.0,0.406,0.489,150.154,spotify:track:6ATrsVaZT7XjkCynxM8cTS,https://api.spotify.com/v1/tracks/6ATrsVaZT7XjkCynxM8cTS,206333,nothot,https://open.spotify.com/track/6ATrsVaZT7XjkCynxM8cTS
Sorrow,Flyleaf,62egMcjNWRIcUO4APDxD7T,0.475,0.83,2,-3.617,0,0.0386,0.0181,0.0,0.31,0.38,140.159,spotify:track:62egMcjNWRIcUO4APDxD7T,https://api.spotify.com/v1/tracks/62egMcjNWRIcUO4APDxD7T,165973,nothot,https://open.spotify.com/track/62egMcjNWRIcUO4APDxD7T
All Of Me,"Angus, Julia Stone",02nhXTY8TxOF8Fi50Hsn2L,0.504,0.206,11,-14.057,0,0.0416,0.822,0.00715,0.118,0.195,115.089,spotify:track:02nhXTY8TxOF8Fi50Hsn2L,https://api.spotify.com/v1/tracks/02nhXTY8TxOF8Fi50Hsn2L,323053,nothot,https://open.spotify.com/track/02nhXTY8TxOF8Fi50Hsn2L
Dance Me To The End Of Love,Madeleine Peyroux,5ztIul377mylwHJkCnIWbn,0.597,0.404,5,-9.867,0,0.0362,0.829,0.00107,0.111,0.474,138.105,spotify:track:5ztIul377mylwHJkCnIWbn,https://api.spotify.com/v1/tracks/5ztIul377mylwHJkCnIWbn,235640,nothot,https://open.spotify.com/track/5ztIul377mylwHJkCnIWbn
Wine Red (Tommie Sunshines Brooklyn Fire Retouch),The Hush Sound,59mmtG6Q0dIA3HysLuItlA,0.692,0.934,0,-6.067,0,0.0346,0.000103,0.000845,0.0601,0.824,127.993,spotify:track:59mmtG6Q0dIA3HysLuItlA,https://api.spotify.com/v1/tracks/59mmtG6Q0dIA3HysLuItlA,207653,nothot,https://open.spotify.com/track/59mmtG6Q0dIA3HysLuItlA
Makes Me Wonder,Maroon 5,3PNOYDruQplC92lNc7mE9W,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,spotify:track:3PNOYDruQplC92lNc7mE9W,https://api.spotify.com/v1/tracks/3PNOYDruQplC92lNc7mE9W,211080,nothot,https://open.spotify.com/track/3PNOYDruQplC92lNc7mE9W
Make Up Your Mind,Theory Of A Deadman,04ebpOOdE1Z7E3qUnkl5aV,0.417,0.74,9,-5.778,1,0.0367,0.00106,0.0,0.648,0.244,152.899,spotify:track:04ebpOOdE1Z7E3qUnkl5aV,https://api.spotify.com/v1/tracks/04ebpOOdE1Z7E3qUnkl5aV,242160,nothot,https://open.spotify.com/track/04ebpOOdE1Z7E3qUnkl5aV
Azure,Paul Kalkbrenner,2VnlJCQMphFJUyYR5p7da2,0.73,0.504,4,-13.915,1,0.0477,0.124,0.882,0.107,0.0936,122.013,spotify:track:2VnlJCQMphFJUyYR5p7da2,https://api.spotify.com/v1/tracks/2VnlJCQMphFJUyYR5p7da2,364059,nothot,https://open.spotify.com/track/2VnlJCQMphFJUyYR5p7da2
Nah!,Shania Twain,4etvQadS9nSmBNAWrwJod6,0.569,0.749,2,-5.361,1,0.0855,0.0255,0.0,0.0572,0.903,147.914,spotify:track:4etvQadS9nSmBNAWrwJod6,https://api.spotify.com/v1/tracks/4etvQadS9nSmBNAWrwJod6,248867,nothot,https://open.spotify.com/track/4etvQadS9nSmBNAWrwJod6
I Used To Love Him,"Lauryn Hill, Mary J Blige",3IRdgbdqDcmJBIa6TY2mKX,0.486,0.797,9,-7.632,0,0.231,0.06,0.0,0.331,0.745,87.445,spotify:track:3IRdgbdqDcmJBIa6TY2mKX,https://api.spotify.com/v1/tracks/3IRdgbdqDcmJBIa6TY2mKX,339867,nothot,https://open.spotify.com/track/3IRdgbdqDcmJBIa6TY2mKX
Lover Of Mine,Beach House,3eFCspOdbGPEI8XG5hWI15,0.61,0.43,9,-5.261,0,0.0264,0.227,0.00763,0.167,0.266,97.219,spotify:track:3eFCspOdbGPEI8XG5hWI15,https://api.spotify.com/v1/tracks/3eFCspOdbGPEI8XG5hWI15,305093,nothot,https://open.spotify.com/track/3eFCspOdbGPEI8XG5hWI15
Politik,Coldplay,0u35Dpz37TY2M2j20RUdMf,0.262,0.482,5,-7.75,0,0.0294,0.0364,0.000189,0.11,0.063,170.968,spotify:track:0u35Dpz37TY2M2j20RUdMf,https://api.spotify.com/v1/tracks/0u35Dpz37TY2M2j20RUdMf,318627,nothot,https://open.spotify.com/track/0u35Dpz37TY2M2j20RUdMf
Born On The Bayou,Creedence Clearwater Revival,587bVBCHYW5Q2VNRLig4AS,0.656,0.601,9,-7.734,1,0.0389,0.0553,0.0667,0.0974,0.576,117.296,spotify:track:587bVBCHYW5Q2VNRLig4AS,https://api.spotify.com/v1/tracks/587bVBCHYW5Q2VNRLig4AS,315200,nothot,https://open.spotify.com/track/587bVBCHYW5Q2VNRLig4AS
Enchantment,Corinne Bailey Rae,63OQmPUVd8IjAxS6DOilHk,0.642,0.473,4,-7.426,0,0.0284,0.242,0.000663,0.102,0.133,79.008,spotify:track:63OQmPUVd8IjAxS6DOilHk,https://api.spotify.com/v1/tracks/63OQmPUVd8IjAxS6DOilHk,237827,nothot,https://open.spotify.com/track/63OQmPUVd8IjAxS6DOilHk
Blue Collar Man (Long Nights),Styx,60F6ntlU0uSzgChmyQyVJP,0.445,0.598,2,-11.264,0,0.0363,0.0112,0.0,0.057,0.778,124.25,spotify:track:60F6ntlU0uSzgChmyQyVJP,https://api.spotify.com/v1/tracks/60F6ntlU0uSzgChmyQyVJP,247373,nothot,https://open.spotify.com/track/60F6ntlU0uSzgChmyQyVJP
Manowar,Manowar,7pMmsxikYInkMpUri4XkqJ,0.374,0.937,4,-10.42,1,0.125,0.00263,5.12e-06,0.182,0.263,172.59,spotify:track:7pMmsxikYInkMpUri4XkqJ,https://api.spotify.com/v1/tracks/7pMmsxikYInkMpUri4XkqJ,218221,nothot,https://open.spotify.com/track/7pMmsxikYInkMpUri4XkqJ
Para Hacerme Perdonar (En Vivo Teatro Metropolitan),Ely Guerra,0ghwy1xKmHeEXCHc1NVE01,0.612,0.328,3,-8.064,0,0.0384,0.271,0.00212,0.95,0.253,116.803,spotify:track:0ghwy1xKmHeEXCHc1NVE01,https://api.spotify.com/v1/tracks/0ghwy1xKmHeEXCHc1NVE01,281807,nothot,https://open.spotify.com/track/0ghwy1xKmHeEXCHc1NVE01
Para Tu Amor,Juanes,1ySgfiFemsgcwSMefL0Zib,0.608,0.502,8,-7.561,1,0.0243,0.42,0.0,0.129,0.528,94.993,spotify:track:1ySgfiFemsgcwSMefL0Zib,https://api.spotify.com/v1/tracks/1ySgfiFemsgcwSMefL0Zib,249133,nothot,https://open.spotify.com/track/1ySgfiFemsgcwSMefL0Zib
Isolation,Joy Division,1UWbBFaZNksb3AmgldkprR,0.544,0.783,0,-8.12,1,0.054,0.048,0.00734,0.0917,0.697,151.522,spotify:track:1UWbBFaZNksb3AmgldkprR,https://api.spotify.com/v1/tracks/1UWbBFaZNksb3AmgldkprR,175093,nothot,https://open.spotify.com/track/1UWbBFaZNksb3AmgldkprR
Shake A Tail Feather,The Cheetah Girls,2XJAZxlA3GrnuJBlbro2uJ,0.599,0.88,11,-8.213,0,0.0602,0.0156,1.75e-06,0.0501,0.847,150.958,spotify:track:2XJAZxlA3GrnuJBlbro2uJ,https://api.spotify.com/v1/tracks/2XJAZxlA3GrnuJBlbro2uJ,185000,nothot,https://open.spotify.com/track/2XJAZxlA3GrnuJBlbro2uJ
Nitro (Youth Energy),The Offspring,6LjDGj9Hn5ERX3uhrT9LGV,0.322,0.902,5,-6.353,0,0.0654,0.000814,0.0,0.12,0.763,158.593,spotify:track:6LjDGj9Hn5ERX3uhrT9LGV,https://api.spotify.com/v1/tracks/6LjDGj9Hn5ERX3uhrT9LGV,146960,nothot,https://open.spotify.com/track/6LjDGj9Hn5ERX3uhrT9LGV
Colgando en tus manos (con Marta Sanchez),Carlos Baute,3UI9I3e1g1y5T3SMfdgfGO,0.836,0.637,6,-4.803,1,0.0367,0.535,0.0,0.129,0.875,120.025,spotify:track:3UI9I3e1g1y5T3SMfdgfGO,https://api.spotify.com/v1/tracks/3UI9I3e1g1y5T3SMfdgfGO,230280,nothot,https://open.spotify.com/track/3UI9I3e1g1y5T3SMfdgfGO
Its Five O Clock Somewhere,Alan Jackson,5oHHMDcVOmPSFrCgdbHPdb,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202,spotify:track:5oHHMDcVOmPSFrCgdbHPdb,https://api.spotify.com/v1/tracks/5oHHMDcVOmPSFrCgdbHPdb,230133,nothot,https://open.spotify.com/track/5oHHMDcVOmPSFrCgdbHPdb
Layla,"Derek, The Dominos, Eric Clapton",5vqJA5BMokxeEPnwYPNkUn,0.459,0.889,1,-3.245,1,0.0486,0.451,0.112,0.306,0.454,115.669,spotify:track:5vqJA5BMokxeEPnwYPNkUn,https://api.spotify.com/v1/tracks/5vqJA5BMokxeEPnwYPNkUn,423680,nothot,https://open.spotify.com/track/5vqJA5BMokxeEPnwYPNkUn
"Here, There And Everywhere",Erin Bode,3GS2WSlecCxrZUlDjmhiuK,0.589,0.229,0,-15.425,1,0.0311,0.854,1.13e-05,0.103,0.317,142.572,spotify:track:3GS2WSlecCxrZUlDjmhiuK,https://api.spotify.com/v1/tracks/3GS2WSlecCxrZUlDjmhiuK,252067,nothot,https://open.spotify.com/track/3GS2WSlecCxrZUlDjmhiuK
Last Cup Of Sorrow,Faith No More,0igpADygusN3CM5nkJfmis,0.489,0.91,4,-6.746,0,0.0545,3.19e-05,0.09,0.17,0.645,76.774,spotify:track:0igpADygusN3CM5nkJfmis,https://api.spotify.com/v1/tracks/0igpADygusN3CM5nkJfmis,257867,nothot,https://open.spotify.com/track/0igpADygusN3CM5nkJfmis
Empty Skies,Kosheen,2NScsu3PciQ5eRxBBw0sqM,0.599,0.864,11,-5.377,0,0.0558,0.00118,1.11e-05,0.265,0.497,84.993,spotify:track:2NScsu3PciQ5eRxBBw0sqM,https://api.spotify.com/v1/tracks/2NScsu3PciQ5eRxBBw0sqM,252493,nothot,https://open.spotify.com/track/2NScsu3PciQ5eRxBBw0sqM
Fotografía,"Juanes, Nelly Furtado",0dEPlb8waIqRtKpLb3l6So,0.486,0.715,7,-4.417,1,0.0519,0.292,0.0,0.195,0.637,84.092,spotify:track:0dEPlb8waIqRtKpLb3l6So,https://api.spotify.com/v1/tracks/0dEPlb8waIqRtKpLb3l6So,238133,nothot,https://open.spotify.com/track/0dEPlb8waIqRtKpLb3l6So
Lullaby,"Jack Johnson, Matt Costa",0lPWy1GoKhoKQuErHIBGpe,0.558,0.362,1,-9.571,1,0.0293,0.839,0.0,0.118,0.67,93.659,spotify:track:0lPWy1GoKhoKQuErHIBGpe,https://api.spotify.com/v1/tracks/0lPWy1GoKhoKQuErHIBGpe,165920,nothot,https://open.spotify.com/track/0lPWy1GoKhoKQuErHIBGpe
Paid In Full,"Eric B, Rakim",3fatX7w8Wt9nmwGlXZsRFh,0.902,0.743,7,-11.136,1,0.229,0.000755,0.00104,0.0555,0.423,98.944,spotify:track:3fatX7w8Wt9nmwGlXZsRFh,https://api.spotify.com/v1/tracks/3fatX7w8Wt9nmwGlXZsRFh,228267,nothot,https://open.spotify.com/track/3fatX7w8Wt9nmwGlXZsRFh
Until It Sleeps,Metallica,2Iv4HSoMX2fDeXFcOJWyWX,0.568,0.92,8,-4.434,0,0.0297,0.000248,0.0714,0.149,0.719,113.394,spotify:track:2Iv4HSoMX2fDeXFcOJWyWX,https://api.spotify.com/v1/tracks/2Iv4HSoMX2fDeXFcOJWyWX,267933,nothot,https://open.spotify.com/track/2Iv4HSoMX2fDeXFcOJWyWX
Word Up!,Cameo,7LoGfKBAaOl0nxhodJ1240,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,spotify:track:7LoGfKBAaOl0nxhodJ1240,https://api.spotify.com/v1/tracks/7LoGfKBAaOl0nxhodJ1240,260000,nothot,https://open.spotify.com/track/7LoGfKBAaOl0nxhodJ1240
Word Up!,Cameo,7LoGfKBAaOl0nxhodJ1240,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,spotify:track:7LoGfKBAaOl0nxhodJ1240,https://api.spotify.com/v1/tracks/7LoGfKBAaOl0nxhodJ1240,260000,nothot,https://open.spotify.com/track/7LoGfKBAaOl0nxhodJ1240
Word Up,Cameo,7LoGfKBAaOl0nxhodJ1240,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,spotify:track:7LoGfKBAaOl0nxhodJ1240,https://api.spotify.com/v1/tracks/7LoGfKBAaOl0nxhodJ1240,260000,nothot,https://open.spotify.com/track/7LoGfKBAaOl0nxhodJ1240
Word Up,Cameo,7LoGfKBAaOl0nxhodJ1240,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,spotify:track:7LoGfKBAaOl0nxhodJ1240,https://api.spotify.com/v1/tracks/7LoGfKBAaOl0nxhodJ1240,260000,nothot,https://open.spotify.com/track/7LoGfKBAaOl0nxhodJ1240
Congratulations,"Blue October, Imogen Heap",6zIOVDuqbHfC78rjOxyNDy,0.531,0.431,4,-9.353,1,0.0274,0.416,0.00143,0.107,0.135,112.931,spotify:track:6zIOVDuqbHfC78rjOxyNDy,https://api.spotify.com/v1/tracks/6zIOVDuqbHfC78rjOxyNDy,241333,nothot,https://open.spotify.com/track/6zIOVDuqbHfC78rjOxyNDy
Cantaloop (Flip Fantasia),"US3, Rahsaan And Gerard Presencer",7u6LEYwKn30ENoV23LK1vV,0.853,0.651,5,-11.51,0,0.0616,0.117,1.29e-05,0.105,0.956,115.998,spotify:track:7u6LEYwKn30ENoV23LK1vV,https://api.spotify.com/v1/tracks/7u6LEYwKn30ENoV23LK1vV,279267,nothot,https://open.spotify.com/track/7u6LEYwKn30ENoV23LK1vV
I Know Its Over,The Smiths,3M2bD9SMYnJIPdrTKUnBd3,0.407,0.424,0,-10.583,1,0.0318,0.0847,0.0,0.234,0.404,113.311,spotify:track:3M2bD9SMYnJIPdrTKUnBd3,https://api.spotify.com/v1/tracks/3M2bD9SMYnJIPdrTKUnBd3,349187,nothot,https://open.spotify.com/track/3M2bD9SMYnJIPdrTKUnBd3
Halo,Beyoncé,4JehYebiI9JE8sR8MisGVb,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,spotify:track:4JehYebiI9JE8sR8MisGVb,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb,261640,nothot,https://open.spotify.com/track/4JehYebiI9JE8sR8MisGVb
Ce Jeu,Yelle,2KjJhGtseXQBI5Cg6ZZdc9,0.881,0.666,6,-5.724,1,0.0381,0.0725,0.0,0.0998,0.711,108.325,spotify:track:2KjJhGtseXQBI5Cg6ZZdc9,https://api.spotify.com/v1/tracks/2KjJhGtseXQBI5Cg6ZZdc9,222600,nothot,https://open.spotify.com/track/2KjJhGtseXQBI5Cg6ZZdc9
Vision One,Royksopp,0fxMIXpGObFMpelfT4Iz12,0.515,0.95,8,-6.025,0,0.0652,0.0548,0.213,0.42,0.68,93.082,spotify:track:0fxMIXpGObFMpelfT4Iz12,https://api.spotify.com/v1/tracks/0fxMIXpGObFMpelfT4Iz12,299720,nothot,https://open.spotify.com/track/0fxMIXpGObFMpelfT4Iz12
My Heart Will Go On,Céline Dion,33LC84JgLvK2KuW43MfaNq,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,spotify:track:33LC84JgLvK2KuW43MfaNq,https://api.spotify.com/v1/tracks/33LC84JgLvK2KuW43MfaNq,280000,nothot,https://open.spotify.com/track/33LC84JgLvK2KuW43MfaNq
"Jumpin, Jumpin",Destiny's Child,4pmc2AxSEq6g7hPVlJCPyP,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,https://api.spotify.com/v1/tracks/4pmc2AxSEq6g7hPVlJCPyP,230200,nothot,https://open.spotify.com/track/4pmc2AxSEq6g7hPVlJCPyP
Sit Down. Stand Up,Radiohead,6MKWCO8g2W05UcaFyfQ6Cl,0.484,0.559,5,-7.434,0,0.0401,0.0161,0.502,0.0562,0.522,161.055,spotify:track:6MKWCO8g2W05UcaFyfQ6Cl,https://api.spotify.com/v1/tracks/6MKWCO8g2W05UcaFyfQ6Cl,259973,nothot,https://open.spotify.com/track/6MKWCO8g2W05UcaFyfQ6Cl
Fall For You,Second Hand Serenade,5V7mTIcXVU9k2JNu0mE6vy,0.433,0.307,0,-8.796,1,0.0327,0.65,0.0,0.0635,0.378,178.114,spotify:track:5V7mTIcXVU9k2JNu0mE6vy,https://api.spotify.com/v1/tracks/5V7mTIcXVU9k2JNu0mE6vy,176947,nothot,https://open.spotify.com/track/5V7mTIcXVU9k2JNu0mE6vy
After All (Love Theme From Chances Are),"Cher, Peter Cetera",0ACu78PvVsOFYIKgRkKbGZ,0.517,0.335,4,-13.104,1,0.0324,0.561,0.0,0.0876,0.163,138.096,spotify:track:0ACu78PvVsOFYIKgRkKbGZ,https://api.spotify.com/v1/tracks/0ACu78PvVsOFYIKgRkKbGZ,244360,nothot,https://open.spotify.com/track/0ACu78PvVsOFYIKgRkKbGZ
All For Love,"Bryan Adams, Sting, Rod Stewart",035aFnfIrO25Hy4PRP6GC7,0.408,0.569,2,-6.237,1,0.029,0.19,0.0,0.126,0.146,74.835,spotify:track:035aFnfIrO25Hy4PRP6GC7,https://api.spotify.com/v1/tracks/035aFnfIrO25Hy4PRP6GC7,283707,nothot,https://open.spotify.com/track/035aFnfIrO25Hy4PRP6GC7
Heavens On Fire,The Radio Dept,18zyAn8zC6UDTLyIeGZyaF,0.568,0.874,3,-4.497,1,0.0388,0.0591,1.61e-06,0.177,0.861,98.014,spotify:track:18zyAn8zC6UDTLyIeGZyaF,https://api.spotify.com/v1/tracks/18zyAn8zC6UDTLyIeGZyaF,212133,nothot,https://open.spotify.com/track/18zyAn8zC6UDTLyIeGZyaF
The Stranger Song,Leonard Cohen,5BeT7nwfURe9hldXRhBMKM,0.458,0.286,4,-17.604,0,0.0813,0.856,0.00127,0.117,0.51,93.958,spotify:track:5BeT7nwfURe9hldXRhBMKM,https://api.spotify.com/v1/tracks/5BeT7nwfURe9hldXRhBMKM,307373,nothot,https://open.spotify.com/track/5BeT7nwfURe9hldXRhBMKM
Foundations,Kate Nash,3PY6DWrkuIt6LZgFesrIkJ,0.565,0.912,0,-4.036,1,0.056,0.0982,0.0,0.0839,0.881,84.49,spotify:track:3PY6DWrkuIt6LZgFesrIkJ,https://api.spotify.com/v1/tracks/3PY6DWrkuIt6LZgFesrIkJ,245133,nothot,https://open.spotify.com/track/3PY6DWrkuIt6LZgFesrIkJ
Notorious,Duran Duran,4yopZ4FVYS0RWKkCagdIEm,0.806,0.681,0,-10.65,1,0.0627,0.589,0.0,0.0346,0.858,106.564,spotify:track:4yopZ4FVYS0RWKkCagdIEm,https://api.spotify.com/v1/tracks/4yopZ4FVYS0RWKkCagdIEm,258547,nothot,https://open.spotify.com/track/4yopZ4FVYS0RWKkCagdIEm
Meet Virginia,Train,4ocbH5ZJqajZIpUrqRUoue,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58e-06,0.118,0.594,90.02,spotify:track:4ocbH5ZJqajZIpUrqRUoue,https://api.spotify.com/v1/tracks/4ocbH5ZJqajZIpUrqRUoue,239933,nothot,https://open.spotify.com/track/4ocbH5ZJqajZIpUrqRUoue
Love Is A Losing Game,Amy Winehouse,3uliGwmB52ZA7brgpZMzyH,0.484,0.293,0,-16.544,1,0.0311,0.337,0.00627,0.146,0.562,165.008,spotify:track:3uliGwmB52ZA7brgpZMzyH,https://api.spotify.com/v1/tracks/3uliGwmB52ZA7brgpZMzyH,155413,nothot,https://open.spotify.com/track/3uliGwmB52ZA7brgpZMzyH
Because You Loved Me,Céline Dion,28UMiBhn383n9S7GL4tsxD,0.615,0.467,1,-9.883,1,0.0327,0.314,0.0,0.099,0.177,119.919,spotify:track:28UMiBhn383n9S7GL4tsxD,https://api.spotify.com/v1/tracks/28UMiBhn383n9S7GL4tsxD,273667,nothot,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
Swim Until You Cant See Land,Frightened Rabbit,01TvwZMbABHX5ZafvBZqVx,0.32,0.875,7,-4.321,1,0.0368,0.0438,0.0,0.116,0.572,80.852,spotify:track:01TvwZMbABHX5ZafvBZqVx,https://api.spotify.com/v1/tracks/01TvwZMbABHX5ZafvBZqVx,259279,nothot,https://open.spotify.com/track/01TvwZMbABHX5ZafvBZqVx
Under The Sheets,Ellie Goulding,5qMINSAW82yP7IRW918rcE,0.615,0.75,9,-5.767,0,0.0281,0.011,3.95e-06,0.36,0.492,101.956,spotify:track:5qMINSAW82yP7IRW918rcE,https://api.spotify.com/v1/tracks/5qMINSAW82yP7IRW918rcE,224453,nothot,https://open.spotify.com/track/5qMINSAW82yP7IRW918rcE
Bartender Song (Sittin At A Bar),Rehab,1GF0G96u9gkY0eHedwqRbW,0.704,0.677,4,-6.419,1,0.0423,0.125,0.0,0.363,0.691,75.996,spotify:track:1GF0G96u9gkY0eHedwqRbW,https://api.spotify.com/v1/tracks/1GF0G96u9gkY0eHedwqRbW,229013,nothot,https://open.spotify.com/track/1GF0G96u9gkY0eHedwqRbW
Ave Maria No Morro,João Gilberto,7w2tbLQwvuVmEtLXHvSY3f,0.353,0.0762,5,-24.942,1,0.0337,0.862,0.762,0.0747,0.115,110.716,spotify:track:7w2tbLQwvuVmEtLXHvSY3f,https://api.spotify.com/v1/tracks/7w2tbLQwvuVmEtLXHvSY3f,255507,nothot,https://open.spotify.com/track/7w2tbLQwvuVmEtLXHvSY3f
Intermission 1,Brisa Roché,7rmKpdisJ2EygjQpEDOzVq,0.354,0.268,0,-15.932,1,0.0381,0.987,0.769,0.175,0.0568,104.172,spotify:track:7rmKpdisJ2EygjQpEDOzVq,https://api.spotify.com/v1/tracks/7rmKpdisJ2EygjQpEDOzVq,48133,nothot,https://open.spotify.com/track/7rmKpdisJ2EygjQpEDOzVq
Perdiendo El Tiempo,Vilma Palma,5Jf0hLSFRfZ3NTSD45hLuf,0.683,0.838,0,-5.839,0,0.0358,0.0446,0.000284,0.0712,0.336,110.509,spotify:track:5Jf0hLSFRfZ3NTSD45hLuf,https://api.spotify.com/v1/tracks/5Jf0hLSFRfZ3NTSD45hLuf,305547,nothot,https://open.spotify.com/track/5Jf0hLSFRfZ3NTSD45hLuf
My Body Is A Cage,Arcade Fire,1rOlTL4pKQ9Y1fURua4AJR,0.296,0.502,0,-8.653,0,0.0336,0.315,0.0551,0.229,0.313,81.045,spotify:track:1rOlTL4pKQ9Y1fURua4AJR,https://api.spotify.com/v1/tracks/1rOlTL4pKQ9Y1fURua4AJR,287240,nothot,https://open.spotify.com/track/1rOlTL4pKQ9Y1fURua4AJR
Whats Happenin,"Method Man, Busta Rhymes",2El2AmJcz6trXPVeXamGYC,0.73,0.899,2,-3.643,1,0.3,0.237,0.0,0.0995,0.757,109.129,spotify:track:2El2AmJcz6trXPVeXamGYC,https://api.spotify.com/v1/tracks/2El2AmJcz6trXPVeXamGYC,232253,nothot,https://open.spotify.com/track/2El2AmJcz6trXPVeXamGYC
Miserable Lie,The Smiths,7mlrI6GQJLbDPhBkAK1TkC,0.346,0.928,11,-6.549,0,0.131,0.000283,0.00331,0.0718,0.528,148.444,spotify:track:7mlrI6GQJLbDPhBkAK1TkC,https://api.spotify.com/v1/tracks/7mlrI6GQJLbDPhBkAK1TkC,267813,nothot,https://open.spotify.com/track/7mlrI6GQJLbDPhBkAK1TkC
Wake Up Call,Maroon 5,7nKOPOosPKm9M4KeTdmuMp,0.631,0.949,4,-2.671,0,0.0591,0.0302,0.0,0.0882,0.969,164.118,spotify:track:7nKOPOosPKm9M4KeTdmuMp,https://api.spotify.com/v1/tracks/7nKOPOosPKm9M4KeTdmuMp,201307,nothot,https://open.spotify.com/track/7nKOPOosPKm9M4KeTdmuMp
Pink,Aerosmith,74uGhWp4BYpjFj1V2DzgoO,0.432,0.751,0,-5.124,1,0.0423,0.0134,4.58e-06,0.126,0.776,171.85,spotify:track:74uGhWp4BYpjFj1V2DzgoO,https://api.spotify.com/v1/tracks/74uGhWp4BYpjFj1V2DzgoO,235360,nothot,https://open.spotify.com/track/74uGhWp4BYpjFj1V2DzgoO
Please Forgive Me,Bryan Adams,03EnOL1O9EKi9CFNmPyrCm,0.555,0.46,9,-7.032,1,0.0277,0.497,0.0,0.103,0.146,67.027,spotify:track:03EnOL1O9EKi9CFNmPyrCm,https://api.spotify.com/v1/tracks/03EnOL1O9EKi9CFNmPyrCm,355640,nothot,https://open.spotify.com/track/03EnOL1O9EKi9CFNmPyrCm
